-0.56667,0.0024552
-0.56667,0.001545
-0.18,0.00079504
-1.3667,0.0059604
-1.3667,0.0066422
-1.2333,0.0050305
-0.56667,0.003392
-1.74,0.005156
-0,0.00079323
-1.56,0.0052989
-1.8,0.0047617
-1.3667,0.0058684
-1.62,0.0045546
-1.62,0.0046403
-0.24,0.00079258
-0.96667,0.0068388
-0.3,0.00078086
-0.18,0.00079354
-0,0.00077745
-0.83333,0.0060821
-1.56,0.0060031
-0.96667,0.0061922
-0.56667,0.0025895
-1.5,0.0046348
-1.3667,0.004992
-1.74,0.0042161
-1.74,0.005366
-0.18,0.00079159
-0.7,0.0042392
-1.1,0.0056734
-1.56,0.0053476
-1.5,0.0054252
-0.18,0.00078807
-0.24,0.00081275
-1.74,0.0051347
-0.12,0.00079505
-0.3,0.00080735
-0.18,0.00080079
-0,0.00080816
-1.8,0.0050458
-0.12,0.00079277
-0.12,0.00079276
-0.96667,0.0070743
-1.2333,0.0058434
-1.1,0.0045398
-1.56,0.0055449
-1.3667,0.0048168
-1.3667,0.0053189
-0.24,0.00078712
-0.06,0.00081491
-0.06,0.00080291
-1.68,0.0046608
-0.56667,0.0029433
-1.8,0.0047254
-0.83333,0.0050332
-1.62,0.0042955
-0.7,0.0032844
-0.43333,0.00078565
-1.68,0.0053292
-1.62,0.0051833
-0.7,0.0049732
-0.7,0.0046315
-0.56667,0.0032924
-1.8,0.0045758
-1.8,0.0053558
-1.5,0.0054326
-0.06,0.00078473
-0.12,0.00078518
-0.43333,0.00079662
-0.7,0.00079958
-1.1,0.0029888
-0.12,0.00079868
-0.06,0.00078569
-0.24,0.00080383
-0.56667,0.00078668
-0.3,0.00080717
-1.3667,0.0057234
-0.06,0.00080669
-1.5,0.0054284
-0.12,0.00079796
-1.2333,0.0064482
-0.96667,0.0038758
-1.68,0.0053212
-0.83333,0.003252
-0.83333,0.0037261
-0,0.00080073
-0.96667,0.0046929
-0.06,0.00079725
-0.96667,0.0044779
-0.83333,0.0036974
-0.83333,0.0026376
-1.2333,0.0061854
-0.96667,0.0033909
-0.06,0.00079954
-1.68,0.0049157
-0.96667,0.0055785
-0.3,0.00079743
-0.7,0.0033541
-0.12,0.00080639
-0.43333,0.00078906
-1.74,0.0066313
-1.2333,0.006276
-0.24,0.00079444
-0.56667,0.00078726
-0.18,0.00079642
-1.62,0.0056962
-0,0.00078459
-0,0.00078623
-0.43333,0.00082205
-1.68,0.0065112
-0.12,0.00079123
-1.5,0.0068231
-0.24,0.000789
-0.83333,0.002698
-1.2333,0.0052093
-1.5,0.0061515
-1.62,0.0065277
-0.18,0.00080525
-1.2333,0.0055585
-1.3667,0.0051602
-0.3,0.00079153
-1.2333,0.0052774
-0.83333,0.0023494
-1.8,0.0060291
-1.1,0.0044659
-1.5,0.0065548
-1.56,0.0054735
-1.68,0.0047651
-1.5,0.0057837
-0.43333,0.00080295
-0.18,0.00079791
-0,0.00080969
-0.7,0.0014362
-0.3,0.00080336
-0,0.00080141
-0.06,0.00079057
-0.43333,0.00081216
-1.74,0.0069397
-1.1,0.005552
-1.8,0.0048473
-1.2333,0.0065814
-0.24,0.000803
-0.3,0.00079147
-0.12,0.00078282
-0.96667,0.005637
-1.68,0.0064132
-1.56,0.0056151
-0,0.00078119
-1.8,0.0059579
-0.3,0.00078958
-0.24,0.00079023
-0.24,0.00079527
-0.3,0.00078495
-1.8,0.0047076
-1.62,0.006301
-1.62,0.0056817
-1.62,0.0046587
-1.5,0.0043934
-0.56667,0.0015194
-1.68,0.0052419
-1.74,0.004971
-1.56,0.0046572
-1.56,0.0046528
-0.43333,0.00079848
-0.18,0.00080515
-0,0.00079416
-0.43333,0.00079722
-0.12,0.0007961
-0.7,0.0023673
-1.56,0.0043412
-0.18,0.00079668
-0.7,0.0030273
-1.74,0.0052312
-0.96667,0.0065114
-1.1,0.0058247
-1.1,0.0059995
-0.83333,0.004392
-1.5,0.0055702
-1.3667,0.0054194
-1.68,0.0047245
-0.3,0.00079085
-0.43333,0.00079229
-1.1,0.0065971
-1.2333,0.00503
-0.43333,0.0007873
-1.74,0.0054561
-1.74,0.0055531
-0.06,0.00079398
-0.24,0.00078924
-0.7,0.0028447
-0.06,0.00079293
-1.1,0.0050473
-0.56667,0.001449
-1.62,0.0049001
-0.83333,0.0052618
-1.8,0.0043581
-1.3667,0.00573
-1.56,0.0042159
-1.68,0.0055862
-1.1,0.0067054
