-2.0556,0.0040914
-2.62,0.0061548
-0.94444,0.00080558
-0.4,0.00079932
-0.3,0.00082479
-0.3,0.00079104
-2.56,0.0061835
-0.2,0.00080578
-2.2778,0.0057396
-2.74,0.0053067
-0.4,0.0008151
-0.4,0.00079412
-1.3889,0.0018015
-0.5,0.00079968
-0.5,0.00079719
-0.1,0.00081716
-2.56,0.0048296
-2.68,0.0062512
-2.0556,0.0044351
-0.5,0.00080728
-0.72222,0.00079906
-2.0556,0.0032113
-1.8333,0.00304
-1.6111,0.0024486
-0.5,0.00079071
-0.72222,0.00080112
-0.2,0.00078966
-0,0.0008079
-2.62,0.0061959
-0.94444,0.0015338
-2.74,0.0055606
-2.2778,0.004911
-0,0.00079653
-0.2,0.00080472
-0.5,0.00079443
-2.2778,0.0038862
-2.8,0.0051404
-0.1,0.00079714
-0.72222,0.00080954
-2.0556,0.0039034
-2.8,0.0057599
-2.5,0.0061614
-2.68,0.0052293
-2.62,0.0045642
-0,0.00079604
-1.8333,0.0029687
-1.3889,0.00083326
-2.5,0.0053507
-1.6111,0.0022419
-0.5,0.00081666
-0.5,0.00080082
-0.4,0.00080333
-2.8,0.0065416
-1.3889,0.0016148
-1.1667,0.00080394
-0,0.00080067
-1.1667,0.00080499
-1.1667,0.0010758
-1.6111,0.0012772
-0,0.00080149
-0.2,0.00080286
-2.0556,0.002588
-2.0556,0.0027447
-0.94444,0.00080116
-2.56,0.0040999
-2.0556,0.0035904
-1.8333,0.0023043
-1.3889,0.0010788
-2.0556,0.0031451
-0.2,0.00079207
-2.8,0.0044453
-1.8333,0.0027354
-2.8,0.0043021
-2.8,0.0055163
-0.2,0.0007856
-0.72222,0.00078536
-2.68,0.0052123
-0.3,0.00078956
-0.4,0.00078622
-2.56,0.0043027
-0.2,0.00078917
-2.56,0.0048192
-2.68,0.0059168
-2.74,0.0058764
-2.68,0.0061773
-1.8333,0.0025757
-2.74,0.0047691
-2.0556,0.0038409
-2.5,0.0051622
-1.1667,0.0010115
-2.8,0.0062989
-2.5,0.0044581
-1.8333,0.0034407
-0.94444,0.00079674
-2.74,0.0058567
-2.74,0.0052081
-0.94444,0.00079384
-2.5,0.0041861
-0.1,0.00081028
-1.6111,0.0019232
-0.3,0.00081616
-1.3889,0.00089097
-2.2778,0.0033618
-1.8333,0.0028595
-2.56,0.003595
-2.62,0.0042555
-1.6111,0.0019299
-0.72222,0.000802
-2.5,0.0031634
-2.56,0.0039505
-0.3,0.00079087
-1.1667,0.00080259
-0.1,0.00079086
-2.62,0.0033937
-2.2778,0.0029358
-0.94444,0.00078992
-2.5,0.0030566
-0.4,0.00079242
-0.3,0.00079971
-0.1,0.00078362
-1.3889,0.00092374
-2.0556,0.0020746
-0.4,0.00079184
-1.6111,0.0010527
-2.5,0.003226
-2.62,0.0036497
-0.3,0.00079652
-0.5,0.00080335
-1.3889,0.00080191
-2.62,0.0040456
-0.72222,0.00078872
-1.3889,0.00085274
-1.6111,0.0013057
-0.1,0.00079525
-0.94444,0.00080095
-0.72222,0.00081045
-0,0.00080224
-0.4,0.000825
-2.74,0.003975
-0,0.00080696
-1.8333,0.001748
-2.5,0.0039459
-0.72222,0.00080711
-0.3,0.00080617
-2.8,0.0048585
-0.1,0.00084161
-1.1667,0.00081561
-0.72222,0.00081419
-2.74,0.0039636
-2.68,0.0050529
-2.56,0.0045874
-0,0.00080844
-1.1667,0.00080303
-0.94444,0.00079396
-2.68,0.004325
-0.5,0.00079547
-1.6111,0.0013202
-0.5,0.00079483
-1.3889,0.00079008
-2.2778,0.0033024
-2.56,0.0046122
-2.56,0.0050423
-2.62,0.0032849
-2.62,0.0051546
-0.1,0.00078427
-0.3,0.00079541
-2.68,0.0041719
-2.2778,0.0039773
-1.6111,0.0014749
-2.68,0.0048767
-0.4,0.0007846
-2.68,0.0047969
-0.72222,0.00080263
-2.2778,0.0023989
-2.8,0.0038358
-2.74,0.0039354
-0.1,0.00081726
-2.8,0.0059744
-2.62,0.0037316
-0.3,0.00079784
-1.1667,0.00080243
-0,0.00080258
-2.2778,0.0027125
-0,0.00080633
-0.2,0.00080498
-1.8333,0.0016967
-2.2778,0.0039095
-1.6111,0.0015469
-0.1,0.00082554
-1.3889,0.0010329
-0.4,0.00081137
-1.1667,0.00084012
-1.1667,0.00082094
-0.94444,0.00080179
-0.94444,0.00079785
-0.2,0.00078669
-1.8333,0.0020591
-0.2,0.00079414
-2.74,0.0046834
-2.5,0.0031076
